,ERAIL Occurrence,model_type,LLM_Date,Date of occurrence,Date_Match,LLM_Time,Time of occurrence,Time_Match,LLM_Country,Country,Country_Match,LLM_AccidentType,Occurrence type,AccidentType_Match,LLM_RegulatoryBody,Reporting Body,RegulatoryBody_Match,LLM_ContributingFactor,"Direct cause description (including causal and contributing factors, excluding those of systemic nature)",ContributingFactors_Match,LLM_SystemicFactor,"Underlying and root causes description (i.e. systemic factors, if any)",SystemicFactors_Match
55,AT-0143,gpt-4o-mini,02/01/2012,02/01/2012,Match,08:40,08:40,Match,Austria,Austria,Match,Collision of train with obstacle within the clearance gauge,Level crossing accident,Mismatch,Bundesanstalt für Verkehr,Bundesanstalt für Verkehr Unfalluntersuchung Fachbereich Schiene,Mismatch,Instructions,"Human error. Failure to observe the rules for road users (pedestrian) for the use of a level crossing secured by St. Andrews cross, stop sign and visible space.",Mismatch,Safety Policy,,ERAIL_Data_Missing
56,AT-0147,gemini-2.5-pro,17/06/2012,17/06/2012,Match,18:56,18:56,Match,Austria,Austria,Match,Derailment of train,Trains collision with an obstacle,Mismatch,Sicherheitsuntersuchungsstelle des Bundes - Schiene,Bundesanstalt für Verkehr Unfalluntersuchung Fachbereich Schiene,Mismatch,"Environment, Fatigue","Als Ursachen sind das Zusammenwirken einer_x000D_
- Veränderung des hydrogeologischen Zustandes oberhalb der Bahntrasse und_x000D_
- Starkregen_x000D_
anzusehen. 
The causes are the interaction of a_x000D_
- Change in the hydrogeological state above the rail tracks, and_x000D_
- Heavy rain",Mismatch,"Contractors, partners and suppliers"," 
",Mismatch
57,AT-0147,gemini-2.5-pro,17/06/2012,17/06/2012,Match,18:56,18:56,Match,Austria,Austria,Match,,Trains collision with an obstacle,LLM_Data_Missing,Sicherheitsuntersuchungsstelle des Bundes - Schiene,Bundesanstalt für Verkehr Unfalluntersuchung Fachbereich Schiene,Mismatch,"Fatigue, Other dynamic situational factors","Als Ursachen sind das Zusammenwirken einer_x000D_
- Veränderung des hydrogeologischen Zustandes oberhalb der Bahntrasse und_x000D_
- Starkregen_x000D_
anzusehen. 
The causes are the interaction of a_x000D_
- Change in the hydrogeological state above the rail tracks, and_x000D_
- Heavy rain",Mismatch,," 
",LLM_Data_Missing
58,AT-0147,gpt-4o-mini,17/06/2012,17/06/2012,Match,18:56,18:56,Match,Österreich,Austria,Mismatch,Variation in function 'Pushed switch',Trains collision with an obstacle,Mismatch,Sicherheitsuntersuchungsstelle des Bundes,Bundesanstalt für Verkehr Unfalluntersuchung Fachbereich Schiene,Mismatch,"Fatigue, Other dynamic situational factors","Als Ursachen sind das Zusammenwirken einer_x000D_
- Veränderung des hydrogeologischen Zustandes oberhalb der Bahntrasse und_x000D_
- Starkregen_x000D_
anzusehen. 
The causes are the interaction of a_x000D_
- Change in the hydrogeological state above the rail tracks, and_x000D_
- Heavy rain",Mismatch,Actions to address risks," 
",Mismatch
59,AT-0147,gpt-4o-mini,17/06/2012,17/06/2012,Match,18:56,18:56,Match,Österreich,Austria,Mismatch,Variation in function 'Close down site on completion of work',Trains collision with an obstacle,Mismatch,Bundesanstalt für Verkehr,Bundesanstalt für Verkehr Unfalluntersuchung Fachbereich Schiene,Mismatch,"Fatigue, Other dynamic situational factors","Als Ursachen sind das Zusammenwirken einer_x000D_
- Veränderung des hydrogeologischen Zustandes oberhalb der Bahntrasse und_x000D_
- Starkregen_x000D_
anzusehen. 
The causes are the interaction of a_x000D_
- Change in the hydrogeological state above the rail tracks, and_x000D_
- Heavy rain",Mismatch,Continual improvement," 
",Mismatch
60,AT-0165,gemini-2.5-pro,27/01/2012,27/01/2012,Match,14:55,14:55,Match,Austria,Austria,Match,Collisions,Accident to persons caused by RS in motion,Mismatch,Sicherheitsuntersuchungsstelle des Bundes,Bundesanstalt für Verkehr Unfalluntersuchung Fachbereich Schiene,Mismatch,"Instructions, Intentions, Performance relevant factor","Falsche Stellung der Weiche 232. _x000D_
Bei der Bildung der Verschubstraße für die 1. Reserve wurde die Weiche 232 anstelle in Richtung Gleis 207 irrtümlich in Richtung Gleis 209 gestellt, wobei das Gleis 209 unmittelbar ab der Grenzmarke mit einer Fahrzeuggruppe besetzt war. 
Wrong position of the switch 232. In the formation of the shunting for the first reserve the switch 232 instead of being turned in the direction of track 207, was erroneously set in the direction of the track 209, the track 209 was directly occupied from the limit mark with a vehicle group.",Mismatch,"Actions to address risks, Information and communication"," 
",Mismatch
61,AT-0165,gemini-2.5-pro,27/01/2012,27/01/2012,Match,14:55,14:55,Match,Austria,Austria,Match,Collisions,Accident to persons caused by RS in motion,Mismatch,Sicherheitsuntersuchungsstelle des Bundes,Bundesanstalt für Verkehr Unfalluntersuchung Fachbereich Schiene,Mismatch,"Communication, Intentions, Reinforcement","Falsche Stellung der Weiche 232. _x000D_
Bei der Bildung der Verschubstraße für die 1. Reserve wurde die Weiche 232 anstelle in Richtung Gleis 207 irrtümlich in Richtung Gleis 209 gestellt, wobei das Gleis 209 unmittelbar ab der Grenzmarke mit einer Fahrzeuggruppe besetzt war. 
Wrong position of the switch 232. In the formation of the shunting for the first reserve the switch 232 instead of being turned in the direction of track 207, was erroneously set in the direction of the track 209, the track 209 was directly occupied from the limit mark with a vehicle group.",Mismatch,"Information and communication, Integration of human and organizational factors, Learning from accidents and incidents"," 
",Mismatch
62,AT-0165,gpt-4o-mini,27/01/2012,27/01/2012,Match,14:55,14:55,Match,Austria,Austria,Match,Variation in function 'Ensure authority',Accident to persons caused by RS in motion,Mismatch,Oberste Eisenbahnbehörde,Bundesanstalt für Verkehr Unfalluntersuchung Fachbereich Schiene,Mismatch,Falsche Stellung der Weiche,"Falsche Stellung der Weiche 232. _x000D_
Bei der Bildung der Verschubstraße für die 1. Reserve wurde die Weiche 232 anstelle in Richtung Gleis 207 irrtümlich in Richtung Gleis 209 gestellt, wobei das Gleis 209 unmittelbar ab der Grenzmarke mit einer Fahrzeuggruppe besetzt war. 
Wrong position of the switch 232. In the formation of the shunting for the first reserve the switch 232 instead of being turned in the direction of track 207, was erroneously set in the direction of the track 209, the track 209 was directly occupied from the limit mark with a vehicle group.",Mismatch,Einhaltung der normativen Bestimmungen," 
",Mismatch
63,AT-0165,gpt-4o-mini,27/01/2012,27/01/2012,Match,14:55,14:55,Match,Austria,Austria,Match,Variation in function 'Provision of traction supply',Accident to persons caused by RS in motion,Mismatch,Oberste Eisenbahnbehörde,Bundesanstalt für Verkehr Unfalluntersuchung Fachbereich Schiene,Mismatch,Falsche Stellung der Weiche 232,"Falsche Stellung der Weiche 232. _x000D_
Bei der Bildung der Verschubstraße für die 1. Reserve wurde die Weiche 232 anstelle in Richtung Gleis 207 irrtümlich in Richtung Gleis 209 gestellt, wobei das Gleis 209 unmittelbar ab der Grenzmarke mit einer Fahrzeuggruppe besetzt war. 
Wrong position of the switch 232. In the formation of the shunting for the first reserve the switch 232 instead of being turned in the direction of track 207, was erroneously set in the direction of the track 209, the track 209 was directly occupied from the limit mark with a vehicle group.",Mismatch,Mensch als Faktor," 
",Mismatch
64,AT-0185,gemini-2.5-pro,26/06/2012,26/06/2012,Match,17:55,17:55,Match,Austria,Austria,Match,Level Crossing Accident involving a train and crossing vehicles,Level crossing accident,Mismatch,Sicherheitsuntersuchungsstelle des Bundes - Schiene,Bundesanstalt für Verkehr Unfalluntersuchung Fachbereich Schiene,Mismatch,"Awareness, Reinforcement","Aufgrund der vorliegenden Erkenntnisse ist davon auszugehen, dass die Ursache in einer menschlichen Fehlhandlung des Straßenverkehrsteilnehmers begründet ist. 
On the basis of the findings to hand it is to be assumed that the cause of the accident was a human error by a road user.",Mismatch,Operational planning and control," 
",Mismatch
65,AT-0185,gemini-2.5-pro,26/06/2012,26/06/2012,Match,17:55,17:55,Match,Austria,Austria,Match,Level Crossing Accident,Level crossing accident,Mismatch,Sicherheitsuntersuchungsstelle des Bundes - Schiene,Bundesanstalt für Verkehr Unfalluntersuchung Fachbereich Schiene,Mismatch,"Awareness, Reinforcement, Work-rhythms","Aufgrund der vorliegenden Erkenntnisse ist davon auszugehen, dass die Ursache in einer menschlichen Fehlhandlung des Straßenverkehrsteilnehmers begründet ist. 
On the basis of the findings to hand it is to be assumed that the cause of the accident was a human error by a road user.",Mismatch,"Operational planning and control, Safety Policy"," 
",Mismatch
66,AT-0185,gpt-4o-mini,26/06/2012,26/06/2012,Match,17:55,17:55,Match,Österreich,Austria,Mismatch,Variation in function 'Pushed switch',Level crossing accident,Mismatch,"Bundesministerium für Verkehr, Innovation und Technologie",Bundesanstalt für Verkehr Unfalluntersuchung Fachbereich Schiene,Mismatch,Tools,"Aufgrund der vorliegenden Erkenntnisse ist davon auszugehen, dass die Ursache in einer menschlichen Fehlhandlung des Straßenverkehrsteilnehmers begründet ist. 
On the basis of the findings to hand it is to be assumed that the cause of the accident was a human error by a road user.",Mismatch,Consultation of staff and other parties," 
",Mismatch
67,AT-0185,gpt-4o-mini,26/06/2012,26/06/2012,Match,17:55,17:55,Match,Österreich,Austria,Mismatch,Severe brake,Level crossing accident,Mismatch,"Bundesministerium für Verkehr, Innovation und Technologie",Bundesanstalt für Verkehr Unfalluntersuchung Fachbereich Schiene,Mismatch,Tools,"Aufgrund der vorliegenden Erkenntnisse ist davon auszugehen, dass die Ursache in einer menschlichen Fehlhandlung des Straßenverkehrsteilnehmers begründet ist. 
On the basis of the findings to hand it is to be assumed that the cause of the accident was a human error by a road user.",Mismatch,Safety Policy," 
",Mismatch
68,AT-0235,gemini-2.5-pro,06/07/2012,06/07/2012,Match,09:57,09:57,Match,Austria,Austria,Match,Collision of train with obstacle within the clearance gauge,Level crossing accident,Mismatch,Sicherheitsuntersuchungsstelle des Bundes,Bundesanstalt für Verkehr Unfalluntersuchung Fachbereich Schiene,Mismatch,,"Auf Grund der vorliegenden Erkenntnisse ist davon auszugehen, dass die Ursache in einer menschlichen Fehlhandlung des Straßenverkehrsteilnehmers begründet ist. 
Based on the current findings it can be assumed that the cause is due to a human error of road user.",LLM_Data_Missing,," 
",LLM_Data_Missing
69,AT-0235,gemini-2.5-pro,06/07/2012,06/07/2012,Match,09:57,09:57,Match,Austria,Austria,Match,Derailment of train,Level crossing accident,Mismatch,Sicherheitsuntersuchungsstelle des Bundes - Schiene,Bundesanstalt für Verkehr Unfalluntersuchung Fachbereich Schiene,Mismatch,Awareness,"Auf Grund der vorliegenden Erkenntnisse ist davon auszugehen, dass die Ursache in einer menschlichen Fehlhandlung des Straßenverkehrsteilnehmers begründet ist. 
Based on the current findings it can be assumed that the cause is due to a human error of road user.",Mismatch,," 
",LLM_Data_Missing
70,AT-0235,gpt-4o-mini,06/07/2012,06/07/2012,Match,09:57,09:57,Match,Österreich,Austria,Mismatch,Variation in function 'Close down site on completion of work',Level crossing accident,Mismatch,Bundesanstalt für Verkehr,Bundesanstalt für Verkehr Unfalluntersuchung Fachbereich Schiene,Mismatch,"Tools, Trust","Auf Grund der vorliegenden Erkenntnisse ist davon auszugehen, dass die Ursache in einer menschlichen Fehlhandlung des Straßenverkehrsteilnehmers begründet ist. 
Based on the current findings it can be assumed that the cause is due to a human error of road user.",Mismatch,Safety objectives and planning," 
",Mismatch
71,AT-0235,gpt-4o-mini,06/07/2012,06/07/2012,Match,09:57,09:57,Match,Austria,Austria,Match,Collisions,Level crossing accident,Mismatch,Niederösterreichische Verkehrsorganisationsgesellschaft,Bundesanstalt für Verkehr Unfalluntersuchung Fachbereich Schiene,Mismatch,Reinforcement,"Auf Grund der vorliegenden Erkenntnisse ist davon auszugehen, dass die Ursache in einer menschlichen Fehlhandlung des Straßenverkehrsteilnehmers begründet ist. 
Based on the current findings it can be assumed that the cause is due to a human error of road user.",Mismatch,Awareness," 
",Mismatch
72,AT-0299,gemini-2.5-pro,28/09/2012,28/09/2012,Match,05:46,05:46,Match,Austria,Austria,Match,Derailment of train,Train derailment,Mismatch,Sicherheitsuntersuchungsstelle des Bundes,Bundesanstalt für Verkehr Unfalluntersuchung Fachbereich Schiene,Mismatch,"Involvement, Reinforcement, Trust","Die Ursache der Entgleisung ergibt sich aus einem Zusammentreffen sowohl der Zulassung der Fahrt des P-Zuges durch Einschaltung des Ersatzsignals am AS „O 102“ ohne ausreichende Fahrstraßenprüfung und -sicherung als auch der Umstellung einer Weiche unmittelbar vor dem Befahren durch den P Zug bei Erkennen der unrichtigen Stellung. Zum Zeitpunkt des Unfalls war die örtliche Sicherungsanlage bedingt durch eine technische Störung nur eingeschränkt verfügbar. Für die Abwicklung von Zugfahrten musste ein besonderes betriebliches und sicherungstechnisches Verfahren angewendet werden. 
The cause of the derailment resulting from a coincidence of both the approval of the journey of the P-train by switching on the replacement signal at AS ""O 102"" without adequate driveway testing and assurance as well as the conversion of a switch immediately before driving through the P train at recognizing the incorrect position. At the time of the accident, the local security system was available only conditionally restricted by a technical fault. For the settlement of a special train operating and security technical procedure had to be applied.",Mismatch,"Learning from accidents and incidents, Operational planning and control"," 
",Mismatch
73,AT-0299,gemini-2.5-pro,28/09/2012,28/09/2012,Match,05:46,05:46,Match,Austria,Austria,Match,Derailment of train,Train derailment,Mismatch,Sicherheitsuntersuchungsstelle des Bundes,Bundesanstalt für Verkehr Unfalluntersuchung Fachbereich Schiene,Mismatch,"Intentions, Tools, Trust","Die Ursache der Entgleisung ergibt sich aus einem Zusammentreffen sowohl der Zulassung der Fahrt des P-Zuges durch Einschaltung des Ersatzsignals am AS „O 102“ ohne ausreichende Fahrstraßenprüfung und -sicherung als auch der Umstellung einer Weiche unmittelbar vor dem Befahren durch den P Zug bei Erkennen der unrichtigen Stellung. Zum Zeitpunkt des Unfalls war die örtliche Sicherungsanlage bedingt durch eine technische Störung nur eingeschränkt verfügbar. Für die Abwicklung von Zugfahrten musste ein besonderes betriebliches und sicherungstechnisches Verfahren angewendet werden. 
The cause of the derailment resulting from a coincidence of both the approval of the journey of the P-train by switching on the replacement signal at AS ""O 102"" without adequate driveway testing and assurance as well as the conversion of a switch immediately before driving through the P train at recognizing the incorrect position. At the time of the accident, the local security system was available only conditionally restricted by a technical fault. For the settlement of a special train operating and security technical procedure had to be applied.",Mismatch,"Learning from accidents and incidents, Operational planning and control"," 
",Mismatch
74,AT-0299,gpt-4o-mini,28/09/2012,28/09/2012,Match,05:46,05:46,Match,Austria,Austria,Match,Derailment of train,Train derailment,Mismatch,Austrian Federal Railways Safety Investigation Board,Bundesanstalt für Verkehr Unfalluntersuchung Fachbereich Schiene,Mismatch,Performance relevant factor,"Die Ursache der Entgleisung ergibt sich aus einem Zusammentreffen sowohl der Zulassung der Fahrt des P-Zuges durch Einschaltung des Ersatzsignals am AS „O 102“ ohne ausreichende Fahrstraßenprüfung und -sicherung als auch der Umstellung einer Weiche unmittelbar vor dem Befahren durch den P Zug bei Erkennen der unrichtigen Stellung. Zum Zeitpunkt des Unfalls war die örtliche Sicherungsanlage bedingt durch eine technische Störung nur eingeschränkt verfügbar. Für die Abwicklung von Zugfahrten musste ein besonderes betriebliches und sicherungstechnisches Verfahren angewendet werden. 
The cause of the derailment resulting from a coincidence of both the approval of the journey of the P-train by switching on the replacement signal at AS ""O 102"" without adequate driveway testing and assurance as well as the conversion of a switch immediately before driving through the P train at recognizing the incorrect position. At the time of the accident, the local security system was available only conditionally restricted by a technical fault. For the settlement of a special train operating and security technical procedure had to be applied.",Mismatch,Safety Policy," 
",Mismatch
