,ERAIL Occurrence,model_type,LLM_Date,Date of occurrence,Date_Match,LLM_Time,Time of occurrence,Time_Match,LLM_Country,Country,Country_Match,LLM_AccidentType,Occurrence type,AccidentType_Match,LLM_RegulatoryBody,Reporting Body,RegulatoryBody_Match,LLM_ContributingFactor,"Direct cause description (including causal and contributing factors, excluding those of systemic nature)",ContributingFactors_Match,LLM_SystemicFactor,"Underlying and root causes description (i.e. systemic factors, if any)",SystemicFactors_Match
413,AT-5211,gemini-2.5-pro,19/10/2016,19/10/2016,Match,12:04,00:00,Mismatch,Austria,Austria,Match,Collision,Trains collision,Mismatch,Sicherheitsuntersuchungsstelle des Bundes (SUB),Bundesanstalt für Verkehr Unfalluntersuchung Fachbereich Schiene,Mismatch,"Delayed communication to the dispatcher, Dispatcher stress situation, Insufficient securing of stationary vehicles, Runaway of a wagon group, Steep gradient at Randegg station",The cause of the incident is the unrolling of a carriage group at Randegg station. The unrolling of the wagon group is due to insufficient securing of stationary vehicles during shunting operations. There is no evidence of technical failure.,Mismatch,"Failure in risk analysis (Safety Management System), Inadequate regulations for securing vehicles, Insufficient provision of safety equipment (scotches), Lack of specific staff training for local risks",,ERAIL_Data_Missing
414,AT-5211,gpt-4o-mini,19/10/2016,19/10/2016,Match,12:04,00:00,Mismatch,Austria,Austria,Match,Collision involving a train,Trains collision,Mismatch,Security Investigation Authority,Bundesanstalt für Verkehr Unfalluntersuchung Fachbereich Schiene,Mismatch,Inadequate vehicle securing,The cause of the incident is the unrolling of a carriage group at Randegg station. The unrolling of the wagon group is due to insufficient securing of stationary vehicles during shunting operations. There is no evidence of technical failure.,Mismatch,"Lack of sufficient training, Safety Management System failures",,ERAIL_Data_Missing
415,AT-5211,gpt-4o-mini,19/10/2016,19/10/2016,Match,12:04,00:00,Mismatch,Austria,Austria,Match,Collision of wagons,Trains collision,Mismatch,Austrian Federal Railways,Bundesanstalt für Verkehr Unfalluntersuchung Fachbereich Schiene,Mismatch,Insufficient vehicle security,The cause of the incident is the unrolling of a carriage group at Randegg station. The unrolling of the wagon group is due to insufficient securing of stationary vehicles during shunting operations. There is no evidence of technical failure.,Mismatch,"Lack of safety measures, Stressful communication conditions",,ERAIL_Data_Missing
416,AT-5224,gemini-2.5-pro,26/12/2016,26/12/2016,Match,23:53,00:00,Mismatch,Austria,Austria,Match,Derailment,Train derailment,Mismatch,Sicherheitsuntersuchungsstelle des Bundes (SUB),Bundesanstalt für Verkehr Unfalluntersuchung Fachbereich Schiene,Mismatch,"Improper heat treatment of the axle shaft (as-forged instead of normalized), Poor material quality of the axle shaft, Pre-damaged axle shaft due to incompletely removed corrosion pits","Bei dem im Z 48600 als zweites Fahrzeug gereihten mit Eisenerz-Pellets beladenen Güterwagen ereignete sich während der Fahrt ein Bruch (Dauerschwingbruch) der vorlaufenden Radsatzwelle im vorlaufenden Drehgestell bei der Einfahrt in den Bf Spittal-Millstättersee. 
On the freight wagon ranked as the second vehicle of Z 48600 and loaded with iron ore pellets, a break (fatigue fracture) of the leading wheelset axle in the leading bogie occurred while driving during the entry into the railway station Spittal-Millstättersee.",Mismatch,"Failure to register vehicles in the European Register of Authorised Types of Vehicles, Lack of documentation for maintenance inspections, Lack of traceability for freight wagon wheelsets"," 
",Mismatch
417,AT-5224,gemini-2.5-pro,26/12/2016,26/12/2016,Match,23:53,00:00,Mismatch,Austria,Austria,Match,Derailment,Train derailment,Mismatch,Sicherheitsuntersuchungsstelle des Bundes (SUB),Bundesanstalt für Verkehr Unfalluntersuchung Fachbereich Schiene,Mismatch,"Axle fracture due to fatigue crack and final rupture, Improper heat treatment of the axle (as-forged instead of normalized), Poor material quality favoring damage development, Pre-existing damage from unremoved corrosion pits","Bei dem im Z 48600 als zweites Fahrzeug gereihten mit Eisenerz-Pellets beladenen Güterwagen ereignete sich während der Fahrt ein Bruch (Dauerschwingbruch) der vorlaufenden Radsatzwelle im vorlaufenden Drehgestell bei der Einfahrt in den Bf Spittal-Millstättersee. 
On the freight wagon ranked as the second vehicle of Z 48600 and loaded with iron ore pellets, a break (fatigue fracture) of the leading wheelset axle in the leading bogie occurred while driving during the entry into the railway station Spittal-Millstättersee.",Mismatch,"Deficiencies in maintenance traceability and documentation, Inadequate inspection intervals and methods, Lack of vehicle registration in European Register"," 
",Mismatch
418,AT-5224,gpt-4o-mini,26/12/2016,26/12/2016,Match,23:53,00:00,Mismatch,Austria,Austria,Match,Derailment,Train derailment,Mismatch,bmvit,Bundesanstalt für Verkehr Unfalluntersuchung Fachbereich Schiene,Mismatch,Break of the leading wheelset shaft,"Bei dem im Z 48600 als zweites Fahrzeug gereihten mit Eisenerz-Pellets beladenen Güterwagen ereignete sich während der Fahrt ein Bruch (Dauerschwingbruch) der vorlaufenden Radsatzwelle im vorlaufenden Drehgestell bei der Einfahrt in den Bf Spittal-Millstättersee. 
On the freight wagon ranked as the second vehicle of Z 48600 and loaded with iron ore pellets, a break (fatigue fracture) of the leading wheelset axle in the leading bogie occurred while driving during the entry into the railway station Spittal-Millstättersee.",Mismatch,Supplier quality issues," 
",Mismatch
419,AT-5224,gpt-4o-mini,26/12/2016,26/12/2016,Match,23:53,00:00,Mismatch,Austria,Austria,Match,Derailment,Train derailment,Mismatch,bmvit,Bundesanstalt für Verkehr Unfalluntersuchung Fachbereich Schiene,Mismatch,Break of axle,"Bei dem im Z 48600 als zweites Fahrzeug gereihten mit Eisenerz-Pellets beladenen Güterwagen ereignete sich während der Fahrt ein Bruch (Dauerschwingbruch) der vorlaufenden Radsatzwelle im vorlaufenden Drehgestell bei der Einfahrt in den Bf Spittal-Millstättersee. 
On the freight wagon ranked as the second vehicle of Z 48600 and loaded with iron ore pellets, a break (fatigue fracture) of the leading wheelset axle in the leading bogie occurred while driving during the entry into the railway station Spittal-Millstättersee.",Mismatch,Maintenance procedures," 
",Mismatch
420,AT-5232,gemini-2.5-pro,08/01/2017,08/01/2017,Match,08:45,08:45,Match,Austria,Austria,Match,Collision,Level crossing accident,Mismatch,Sicherheitsuntersuchungsstelle des Bundes,Bundesanstalt für Verkehr Unfalluntersuchung Fachbereich Schiene,Mismatch,"Car entering the non-technically secured level crossing immediately in front of the approaching train, Wintry conditions","Einfahren des PKW in die nicht technisch gesicherte EK unmittelbar vor dem herannahenden Z 4472. 
Entry of the car into the non-technically secured Level Crossing immediately before the approaching Z 4472.",Mismatch,," 
",LLM_Data_Missing
421,AT-5232,gemini-2.5-pro,08/01/2017,08/01/2017,Match,08:45,08:45,Match,Austria,Austria,Match,Collision between a train and a car,Level crossing accident,Mismatch,"Bundesanstalt für Verkehr, Sicherheitsuntersuchungsstelle des Bundes (SUB)",Bundesanstalt für Verkehr Unfalluntersuchung Fachbereich Schiene,Mismatch,"Car entered the non-technically secured level crossing in front of the approaching train, Non-technically secured level crossing, Wintry conditions (snow on the road)","Einfahren des PKW in die nicht technisch gesicherte EK unmittelbar vor dem herannahenden Z 4472. 
Entry of the car into the non-technically secured Level Crossing immediately before the approaching Z 4472.",Mismatch,," 
",LLM_Data_Missing
422,AT-5232,gpt-4o-mini,08/01/2017,08/01/2017,Match,08:45,08:45,Match,Österreich,Austria,Mismatch,Gleisunfall,Level crossing accident,Mismatch,Bundesanstalt für Verkehr,Bundesanstalt für Verkehr Unfalluntersuchung Fachbereich Schiene,Mismatch,"Fahrzeug des PKW, Winterbedingungen","Einfahren des PKW in die nicht technisch gesicherte EK unmittelbar vor dem herannahenden Z 4472. 
Entry of the car into the non-technically secured Level Crossing immediately before the approaching Z 4472.",Mismatch,Nichttechnische Sicherung der EK," 
",Mismatch
423,AT-5232,gpt-4o-mini,08/01/2017,08/01/2017,Match,08:45,08:45,Match,Austria,Austria,Match,Collision with a car,Level crossing accident,Mismatch,BMVIT,Bundesanstalt für Verkehr Unfalluntersuchung Fachbereich Schiene,Mismatch,"Human Factor, Winter Conditions","Einfahren des PKW in die nicht technisch gesicherte EK unmittelbar vor dem herannahenden Z 4472. 
Entry of the car into the non-technically secured Level Crossing immediately before the approaching Z 4472.",Mismatch,," 
",LLM_Data_Missing
424,AT-5233,gemini-2.5-pro,12/01/2017,12/01/2017,Match,08:14,08:13,Mismatch,Austria,Austria,Match,Accident involving a person on track,Accident to persons caused by RS in motion,Mismatch,Sicherheitsuntersuchungsstelle des Bundes (SUB),Bundesanstalt für Verkehr Unfalluntersuchung Fachbereich Schiene,Mismatch,"Deactivated automatic announcement system at night, Inadequate platform lighting, Lack of danger zone markings, Pedestrian inattention, Switch malfunction, Unscheduled platform change",,ERAIL_Data_Missing,"Inability to simultaneously supervise two level crossings by one person, Inadequate infrastructure design of level platform crossings",,ERAIL_Data_Missing
425,AT-5233,gemini-2.5-pro,12/01/2017,12/01/2017,Match,08:14,08:13,Mismatch,Austria,Austria,Match,Person struck by train,Accident to persons caused by RS in motion,Mismatch,Sicherheitsuntersuchungsstelle des Bundes (SUB),Bundesanstalt für Verkehr Unfalluntersuchung Fachbereich Schiene,Mismatch,"Deactivated automatic announcement system, Switch malfunction causing platform change",,ERAIL_Data_Missing,"Inadequate supervision of multiple level crossings, Lack of platform lighting, Lack of platform safety markings, Unsecured level platform crossings",,ERAIL_Data_Missing
426,AT-5233,gpt-4o-mini,12/01/2017,12/01/2017,Match,08:14,08:13,Mismatch,Österreich,Austria,Mismatch,Kollision mit Person,Accident to persons caused by RS in motion,Mismatch,Österreichische Bundesbahnen,Bundesanstalt für Verkehr Unfalluntersuchung Fachbereich Schiene,Mismatch,"Mangelnde Informationen, Technische Störungen",,ERAIL_Data_Missing,"Fehlende Kommunikation, Unzureichende Sicherheitsmaßnahmen",,ERAIL_Data_Missing
427,AT-5233,gpt-4o-mini,12/01/2017,12/01/2017,Match,08:14,08:13,Mismatch,Austria,Austria,Match,Collision with passenger,Accident to persons caused by RS in motion,Mismatch,Austrian Federal Ministry for Climate Protection,Bundesanstalt für Verkehr Unfalluntersuchung Fachbereich Schiene,Mismatch,Human error,,ERAIL_Data_Missing,Inadequate safety measures,,ERAIL_Data_Missing
428,AT-5287,gemini-2.5-pro,20/03/2017,20/03/2017,Match,19:41,19:41,Match,Austria,Austria,Match,Sideswipe collision,Trains collision,Mismatch,Sicherheitsuntersuchungsstelle des Bundes (SUB),Bundesanstalt für Verkehr Unfalluntersuchung Fachbereich Schiene,Mismatch,"Driver's lapse of attention, Insufficient safety overlap distance, Outdated train protection system (PZB 60), Passing a signal at danger",,ERAIL_Data_Missing,"Ambiguous regulations for safety overlap lengths, Lack of mandatory state-of-the-art train protection systems",,ERAIL_Data_Missing
429,AT-5287,gemini-2.5-pro,20/03/2017,20/03/2017,Match,19:41,19:41,Match,Austria,Austria,Match,Flankenfahrt (Side-on collision),Trains collision,Mismatch,Sicherheitsuntersuchungsstelle des Bundes (SUB),Bundesanstalt für Verkehr Unfalluntersuchung Fachbereich Schiene,Mismatch,"Driver's attention lapse due to routine task, Late application of brakes, Signal passed at danger (SPAD) at signal H21, Vehicle equipped with outdated PZB 60 system, lacking speed monitoring curve",,ERAIL_Data_Missing,"Inadequate regulations regarding the length of protection tracks, Lack of a legal requirement to retrofit vehicles with modern train protection systems (PZB 90)",,ERAIL_Data_Missing
430,AT-5287,gpt-4o-mini,20/03/2017,20/03/2017,Match,19:41,19:41,Match,Austria,Austria,Match,Collision,Trains collision,Mismatch,ÖBB Infrastruktur AG,Bundesanstalt für Verkehr Unfalluntersuchung Fachbereich Schiene,Mismatch,Signalüberfahrung,,ERAIL_Data_Missing,Fahrzeugseitige Ausstattung,,ERAIL_Data_Missing
431,AT-5287,gpt-4o-mini,20/03/2017,20/03/2017,Match,19:41,19:41,Match,Österreich,Austria,Mismatch,Kollision,Trains collision,Mismatch,Sicherheitsuntersuchungsstelle des Bundes,Bundesanstalt für Verkehr Unfalluntersuchung Fachbereich Schiene,Mismatch,Signalüberfahrung,,ERAIL_Data_Missing,Fahrzeugseitige Ausstattung,,ERAIL_Data_Missing
432,AT-5329,gemini-2.5-pro,15/04/2017,15/04/2017,Match,16:29,00:00,Mismatch,Austria,Austria,Match,Collision and Derailment,Trains collision,Mismatch,Sicherheitsuntersuchungsstelle des Bundes (SUB),Bundesanstalt für Verkehr Unfalluntersuchung Fachbereich Schiene,Mismatch,"Insufficient driver route and vehicle knowledge, Passing shunting signal V 282 at danger, Reliance on passive flank protection","Ursache war eine Signalüberfahrung des haltzeigenden Verschubsignals „V 282“ durch die Verschubfahrt. 
The causation was the non-observance of a signal indication of the halting stop signal ""V 282"" due to the shunting movement.",Mismatch,"Failure to implement findings from previous accidents, Inadequate management of staff competence and routine, Non-compliance with Safety Management System requirements"," 
",Mismatch
433,AT-5329,gemini-2.5-pro,15/04/2017,15/04/2017,Match,16:29,00:00,Mismatch,Austria,Austria,Match,Collision,Trains collision,Mismatch,Sicherheitsuntersuchungsstelle des Bundes,Bundesanstalt für Verkehr Unfalluntersuchung Fachbereich Schiene,Mismatch,"Lack of driver route and traction knowledge, Reliance on passive flank protection, Signal passed at danger","Ursache war eine Signalüberfahrung des haltzeigenden Verschubsignals „V 282“ durch die Verschubfahrt. 
The causation was the non-observance of a signal indication of the halting stop signal ""V 282"" due to the shunting movement.",Mismatch,"Failure to learn from previous accidents, Inadequate training and familiarization procedures"," 
",Mismatch
434,AT-5329,gpt-4o-mini,15/04/2017,15/04/2017,Match,16:29,00:00,Mismatch,Österreich,Austria,Mismatch,Kollision zwischen Personenzug und Verschubfahrt,Trains collision,Mismatch,"Bundesministerium für Verkehr, Innovation und Technologie",Bundesanstalt für Verkehr Unfalluntersuchung Fachbereich Schiene,Mismatch,Signalüberfahrung,"Ursache war eine Signalüberfahrung des haltzeigenden Verschubsignals „V 282“ durch die Verschubfahrt. 
The causation was the non-observance of a signal indication of the halting stop signal ""V 282"" due to the shunting movement.",Mismatch,Mangelnde Schulung," 
",Mismatch
